,Review,label,label_p,cleaned
17941,"You should put an anti god rifle that kills all players exept your team. Only used once a round, don't let the ammo on the ground power it",-1,0,You should put an anti god rifle that kill all player exept your team Only used once a round don t let the ammo on the ground power it 
25846,Plz upda4e all devices so every one dan be on the one update Plz plz this is all i ask,-1,4,Plz upda4e all device so every one dan be on the one update Plz plz this is all i ask 
29211,Grate game but needs more work like I want there to be all the campaign so I have a challenge but now the guns have proper levels it's so much better,-1,2,Grate game but need more work like I want there to be all the campaign so I have a challenge but now the gun have proper level it s so much better 
58279,I have been playing this game 3 years and it changed alot and wish we had 1 day how pixel gun was please relsoft one more day in the old pixel gun 3d,-1,0,I have been playing this game 3 year and it changed alot and wish we had 1 day how pixel gun wa please relsoft one more day in the old pixel gun 3d 
47531,Plz make it we're we can sell things for the same price of half plz. and make solo zombie games give u xp if we do go in the . If you do this I'll play it more,-1,4,Plz make it we re we can sell thing for the same price of half plz and make solo zombie game give u xp if we do go in the If you do this I ll play it more 
24073,"I don't really like it all that much because it's just pay to win, old PG3D was so much better back then. Although the developers aren't going to listen to us PG3D veterands because they don't care what we think anymore",-1,2,I don t really like it all that much because it s just pay to win old PG3D wa so much better back then Although the developer aren t going to listen to u PG3D veterands because they don t care what we think anymore 
20820,I really want this game to have the data usage less because once I update this game it used up about 1000 usage of my data,-1,0,I really want this game to have the data usage le because once I update this game it used up about 1000 usage of my data 
6501,I I lose all of the progress I make if I uninstall for a minute,-1,0,I I lose all of the progress I make if I uninstall for a minute 
31418,I loved the game but with the new update the guns have become too expensive to upgrade. It's like buying a whole new gun!,-1,4,I loved the game but with the new update the gun have become too expensive to upgrade It s like buying a whole new gun 
1892,Wow I like battles and guns but  my parents dont let me use real guns because guns are bad for eight  year olds only nine year olds can use guns,-1,2,Wow I like battle and gun but my parent dont let me use real gun because gun are bad for eight year old only nine year old can use gun 
56095,Where's campaign,-1,0,Where s campaign 
12618,It's ok,-1,0,It s ok 
54777,Pay to win garbage.,-1,2,Pay to win garbage 
48102,The game updates takes up too much space,-1,0,The game update take up too much space 
3669,PLS FIX THIS BUG WHERE IT SAID THAT I CLICK ON THE ARMORY THEN I KEEP PRESSING IT AND IT WONT WORK PLS FIX THIS IMMEDIATELY I RATED THIS A 5STAR INTO A 2STAR,-1,1,PLS FIX THIS BUG WHERE IT SAID THAT I CLICK ON THE ARMORY THEN I KEEP PRESSING IT AND IT WONT WORK PLS FIX THIS IMMEDIATELY I RATED THIS A 5STAR INTO A 2STAR 
18845,Mt bom,-1,0,Mt bom 
54465,I hate it so boring,-1,0,I hate it so boring 
50165,"1Let us sell/trade weapons. 2the weapon level system should be DESTROYED. 3...... new campaign levels, (yes i played the campaign and i liked it.) 4 I had 700 gems before the update and now i have 16 FIX THIS NOW",-1,2,1Let u sell trade weapon 2the weapon level system should be DESTROYED 3 new campaign level yes i played the campaign and i liked it 4 I had 700 gem before the update and now i have 16 FIX THIS NOW 
27567,I think pixel Gun 3D is good I'm Xperia L1 because my friend is like a dining room so it's really good this thing is I always I'm a level 17 and I get run if you'd like another 32 players and if you could just do random server picker that would be great thanks,-1,0,I think pixel Gun 3D is good I m Xperia L1 because my friend is like a dining room so it s really good this thing is I always I m a level 17 and I get run if you d like another 32 player and if you could just do random server picker that would be great thanks 
35088,Why does my upgrade cost so much like to upgrade the champion solar cannon it was 190 gems played fix,-1,0,Why doe my upgrade cost so much like to upgrade the champion solar cannon it wa 190 gem played fix 
29809,I allways get stuck and people shoot me when they are across from the map 😞😠😞😠😞😠,-1,0,I allways get stuck and people shoot me when they are across from the map 
2399,Amazing everyway however I tried to update the game but when I deleted a lot of my games to do it glitched and stopped updating but I still have to get rid of my games even though I already have! Now I can't play without the update!,-1,4,Amazing everyway however I tried to update the game but when I deleted a lot of my game to do it glitched and stopped updating but I still have to get rid of my game even though I already have Now I can t play without the update 
27912,It suck because it earse my profile I was at level 29 or 30 all of my gun was gone because of the update,-1,2,It suck because it earse my profile I wa at level 29 or 30 all of my gun wa gone because of the update 
35559,Make items more cheap ;),-1,0,Make item more cheap 
7644,Runs smooth and can yall ad more guns that do more damage.But being able to buy them with coins,-1,2,Runs smooth and can yall ad more gun that do more damage But being able to buy them with coin 
57309,"Well I think pixel is great from only playing it for three days. I really think the smart bullet bazooka, nanobots rifle a bit and laser bouncer a bit too but can you escpiacially nerf the smart bullet bazooka?",-1,2,Well I think pixel is great from only playing it for three day I really think the smart bullet bazooka nanobots rifle a bit and laser bouncer a bit too but can you escpiacially nerf the smart bullet bazooka 
38584,Keep up the good work!! =D,-1,0,Keep up the good work D 
48491,But i had 61 coins yeah and it turned me back to 37 coins please  fix and also i got a new level and it didnt give me my prize please fix,-1,2,But i had 61 coin yeah and it turned me back to 37 coin please fix and also i got a new level and it didnt give me my prize please fix 
34257,its cool but you make a code for people level 1 to 20 ok,-1,0,it cool but you make a code for people level 1 to 20 ok 
21067,Good Game! But Can U Add More gun Skins,-1,2,Good Game But Can U Add More gun Skins 
55353,I really wish they kept the campaign levels because that's why I got the game I used to play but mostly the campaign and I'm getting rid of it because their is no campaign put campaign back,-1,2,I really wish they kept the campaign level because that s why I got the game I used to play but mostly the campaign and I m getting rid of it because their is no campaign put campaign back 
55961,Add more to the campaign pis,-1,2,Add more to the campaign pi 
19946,"I LOVE this game! But, I have some opinions for it, like if you're already making a skin, maybe you can add other parts to it like other parts of a DIFFERENT skin. ( For example: You start making a custom skin, and you want to add a bow to the back of the avatar. Then, you save what you originally had before that, and you pick the part that has the bow, and you add it to the back of the hair. Then edit it so it matches the avatar. ) That is what I think you could add to the game, and well, JUST YOU'VE DONE A GREAT JOB WITH THIS GAME! 😍Thank you for listening to my opinion. 🤗😃😄",-1,2,I LOVE this game But I have some opinion for it like if you re already making a skin maybe you can add other part to it like other part of a DIFFERENT skin For example You start making a custom skin and you want to add a bow to the back of the avatar Then you save what you originally had before that and you pick the part that ha the bow and you add it to the back of the hair Then edit it so it match the avatar That is what I think you could add to the game and well JUST YOU VE DONE A GREAT JOB WITH THIS GAME Thank you for listening to my opinion 
56289,Bad idea free games and no have my gems :(,-1,2,Bad idea free game and no have my gem 
31981,Your mean you will steal people hard work!what kind of game is this,-1,4,Your mean you will steal people hard work what kind of game is this 
51822,"So I got the steam revolver, but then the game deleted it self. I remember saving it on cloud. I re installed it only to find out all of my stuff was gone. Please help.",-1,2,So I got the steam revolver but then the game deleted it self I remember saving it on cloud I re installed it only to find out all of my stuff wa gone Please help 
1157,"It is very stressful now, I keep leveling up and buying new weapons, then all of a sudden, everyone is very powerful. I buy very powerful guns, and it takes forever to kill someone, but when someone uses something weak like the Automatic Peacemaker, and I am level 35, they kill me within a few 12 bullets. This game was good, but with all the crap updates...I am sorry... but this is not ok, I barely play, I only play because my friends still like it. It is not challenging anymore, just stressful.",-1,1,It is very stressful now I keep leveling up and buying new weapon then all of a sudden everyone is very powerful I buy very powerful gun and it take forever to kill someone but when someone us something weak like the Automatic Peacemaker and I am level 35 they kill me within a few 12 bullet This game wa good but with all the crap update I am sorry but this is not ok I barely play I only play because my friend still like it It is not challenging anymore just stressful 
29457,You can do different things and have friends,-1,0,You can do different thing and have friend 
956,They keep on sending me da update sign but I do not have anything to update the game and I cannot play any game as cannot update,-1,4,They keep on sending me da update sign but I do not have anything to update the game and I can not play any game a can not update 
45119,Hey love the game but i want a new thing added i want a sell button and a trade button pls add this,-1,2,Hey love the game but i want a new thing added i want a sell button and a trade button pls add this 
56706,"I like clash of clans better than this because they don't care about money and their support is way to much good, This game can be better if u guy's remove all the non sense op gun, lag, and fireing button don't work sometimes, fix it! And plz cheap the gun prize's",-1,2,I like clash of clan better than this because they don t care about money and their support is way to much good This game can be better if u guy s remove all the non sense op gun lag and fireing button don t work sometimes fix it And plz cheap the gun prize s 
58141,I need 8 laser assistant components. Can you please float me 8 please?,-1,2,I need 8 laser assistant component Can you please float me 8 please 
54713,No offense but it's kind of getting dumb because you guys made the anti hero rifle and max weak.And the robot gun is getting weak too so hope u guys fix that  update. by the way I like the new park our map,-1,2,No offense but it s kind of getting dumb because you guy made the anti hero rifle and max weak And the robot gun is getting weak too so hope u guy fix that update by the way I like the new park our map 
39660,I dont kno w,-1,0,I dont kno w 
28214,"Well, I got scam, today i bought 85 gems and then I didn't receive it. U better give meh the gems",-1,2,Well I got scam today i bought 85 gem and then I didn t receive it U better give meh the gem 
57091,I battle a level 30+ when i am only level 27 and my armor suck,-1,0,I battle a level 30 when i am only level 27 and my armor suck 
45249,WELL...... i like thr game and everything....BUT.....WHEN I FREAKING TRY TO GET THE EGG THING IT TAKES ME TO FREAKING AD SO I CAN EARN GEMS OR COINS!!! PLUS U NEED TO LOWER THE PRICE ON THE GUNS AND LET US HAVE MORE MONEY AND SPREAD THE EGG SPAWN CHEST AND THE AD THING FURTHER APART SO I CAN GET FREE EGGS!!,-1,2,WELL i like thr game and everything BUT WHEN I FREAKING TRY TO GET THE EGG THING IT TAKES ME TO FREAKING AD SO I CAN EARN GEMS OR COINS PLUS U NEED TO LOWER THE PRICE ON THE GUNS AND LET US HAVE MORE MONEY AND SPREAD THE EGG SPAWN CHEST AND THE AD THING FURTHER APART SO I CAN GET FREE EGGS 
4149,Take up less space and be able to sell things,-1,0,Take up le space and be able to sell thing 
58260,It's amazing it's all good besides the hackers that's the only bad part,-1,2,It s amazing it s all good besides the hacker that s the only bad part 
26895,I want it to stop glitching so I could start playing better. stop the glitches.,-1,4,I want it to stop glitching so I could start playing better stop the glitch 
18935,Well i was at level 27 and u put me back to level 22 so yea also i had 120 gems and i haf saved at least u had to give us a upgrade or more coins for guns u now,-1,0,Well i wa at level 27 and u put me back to level 22 so yea also i had 120 gem and i haf saved at least u had to give u a upgrade or more coin for gun u now 
8798,Theres no 13.5.4 version on Stop messing with us,-1,0,Theres no 13 5 4 version on Stop messing with u 
6633,Is good game but today i can't play i press amis and i can't play i can't see chat i can't see my clan plz pixel gun 3d is not working,-1,2,Is good game but today i can t play i press amis and i can t play i can t see chat i can t see my clan plz pixel gun 3d is not working 
60424,Can you make a new map in team strike,-1,4,Can you make a new map in team strike 
40584,fornite is better then this an roblox,-1,0,fornite is better then this an roblox 
22115,I think I should have my acc back I spent money on this game and I got banned ole give me my acc back,-1,0,I think I should have my acc back I spent money on this game and I got banned ole give me my acc back 
28943,Its nice but... The guns are very expensive with gems,-1,2,Its nice but The gun are very expensive with gem 
6304,Hi I am having the problem of lossing coins when I switch phones.I also have two separate account please fix this quickly,-1,2,Hi I am having the problem of lossing coin when I switch phone I also have two separate account please fix this quickly 
14267,It's stupid........ly great so I really like it,-1,2,It s stupid ly great so I really like it 
11032,its awsoome and coins are easy to get,-1,0,it awsoome and coin are easy to get 
41653,Its Good becase you Only need to do esay things!!!,-1,0,Its Good becase you Only need to do esay thing 
59575,"The game is very good I always play it everyday.  Its a bit hard to get coins and gems when you reach lvl 20 and above. Also the game doesn't save properly. I deleted my pixel gun 3d in my old phone to play it in my new phone.  When I played it on the other phone, there were no coins and gems (I had 200+ coins and 100 gems). Also my trophies were at 0 and it is very hard to get trophies at 20+ levels. If devs can fix this, it would be really really helpful and I also don't want other players to suffer this fate. Other than that, this game is beyond amazing!",-1,3,The game is very good I always play it everyday Its a bit hard to get coin and gem when you reach lvl 20 and above Also the game doesn t save properly I deleted my pixel gun 3d in my old phone to play it in my new phone When I played it on the other phone there were no coin and gem I had 200 coin and 100 gem Also my trophy were at 0 and it is very hard to get trophy at 20 level If devs can fix this it would be really really helpful and I also don t want other player to suffer this fate Other than that this game is beyond amazing 
57353,We need a lot new campaign because the game is getting boring without new campaign I'm a person who experienced pixel gun for 1 year at my old and new acount and I almost always say to myself when the new campaign will come,-1,2,We need a lot new campaign because the game is getting boring without new campaign I m a person who experienced pixel gun for 1 year at my old and new acount and I almost always say to myself when the new campaign will come 
57229,This whats happen when you expect too much now guns are having so bugs and the update is terrible,-1,0,This whats happen when you expect too much now gun are having so bug and the update is terrible 
37168,Every gem upgrade cost to much gems my anti champion rifle 160 for 1 more level,-1,0,Every gem upgrade cost to much gem my anti champion rifle 160 for 1 more level 
17598,"I like it but I can't install it again. Please look forward to this post, Google Play Services. I hate this application's glitches as much as I like Pixel Gun 3d",-1,0,I like it but I can t install it again Please look forward to this post Google Play Services I hate this application s glitch a much a I like Pixel Gun 3d 
30142,please delete the bridge on sniper forts,-1,0,please delete the bridge on sniper fort 
6377,Hope you can make more updates,-1,0,Hope you can make more update 
57517,I think you should do something like if  you buy a gun and you don't like it you can sell it a get your   money back do this pls  love you,-1,0,I think you should do something like if you buy a gun and you don t like it you can sell it a get your money back do this pls love you 
43714,"Nice game,but something is missing the problem is pay to win",-1,2,Nice game but something is missing the problem is pay to win 
48115,Great game but make it less hard and maybe even get more players lol,-1,3,Great game but make it le hard and maybe even get more player lol 
3204,WHY DOES THE NEW UPTASE DOEAT WANT TO UPDA5E I CANT EVEN PLAY THE GAME PLS PLS PLS DONT LIKE THIS WAY PLS CREATOR PLS,-1,0,WHY DOES THE NEW UPTASE DOEAT WANT TO UPDA5E I CANT EVEN PLAY THE GAME PLS PLS PLS DONT LIKE THIS WAY PLS CREATOR PLS 
30081,"I'm sorry but I don't like this game. At first I thought it was good but right when Bubbles (My brother) had like150 jems, he lost all of it please restore my brothers jems.(his skin is like a dog with a yellow and white coat. Thank you",-1,3,I m sorry but I don t like this game At first I thought it wa good but right when Bubbles My brother had like150 jem he lost all of it please restore my brother jem his skin is like a dog with a yellow and white coat Thank you 
11311,Make a gun called the ultimate sword and 29 damage for level 27,-1,0,Make a gun called the ultimate sword and 29 damage for level 27 
6702,"Can you add boss battle?? If you can, plz add boss battle",-1,2,Can you add bos battle If you can plz add bos battle 
27136,LOVE IT SO MUCH.ALSO I LOVE THE SOUL EATER REF.could u add more  weapons from anime,-1,2,LOVE IT SO MUCH ALSO I LOVE THE SOUL EATER REF could u add more weapon from anime 
51445,This gam sucks,-1,0,This gam suck 
28579,I think this is a very good game you should add a selling update,-1,2,I think this is a very good game you should add a selling update 
57426,"TO:The Pixel gun company. Can you fix the constant crash and lagg? I want talk to my friend and the second I send, it quits the game. Plz fix thank u.Also,why do updates take up so much space?! I'm running out",-1,1,TO The Pixel gun company Can you fix the constant crash and lagg I want talk to my friend and the second I send it quits the game Plz fix thank u Also why do update take up so much space I m running out 
57164,wait what!!! the new event just glitched out how am I supposed to fix it it is not even showing the icon for the event     fix plz then I will rate 5 stars,-1,0,wait what the new event just glitched out how am I supposed to fix it it is not even showing the icon for the event fix plz then I will rate 5 star 
16111,To Many Hackers,-1,0,To Many Hackers 
55539,"Hey cubic games,I beat a level 2 monster in mobile legends,but why is it not giving me my gems?",-1,0,Hey cubic game I beat a level 2 monster in mobile legend but why is it not giving me my gem 
39633,My leagues is gone old return,-1,0,My league is gone old return 
3989,Y'all should try making new maps and making the guns a little cheaper,-1,0,Y all should try making new map and making the gun a little cheaper 
35248,don't let the devs scam you by the bundles just get the pet bundles,-1,0,don t let the devs scam you by the bundle just get the pet bundle 
1186,It is fun but every week can we get 5 or 10 jems,-1,0,It is fun but every week can we get 5 or 10 jem 
4309,It's the best game it's really good quality in everyone's playing it and it's better than Minecraft because i and you can get different guns and save up your coins to find something to buy something like a gun the gun can help you kill other opponents that try to kill you and also they should make a YouTube channel which will be very good and I really love this game I could play Everyday I live in we put it everyday me and my friend Timmy play it everyday so yeaht is cheaper and free and Minecraft cost so it's more affordable and more people can play it and you can get different guns and save up your coins to find something to buy something like a gun the gun can help you kill other opponents that try to kill you and also they should make a YouTube channel which will be very good and I really love this game I can play it everyday I live in we play it everyday me and my friend to me play it everyday so yeah,-1,2,It s the best game it s really good quality in everyone s playing it and it s better than Minecraft because i and you can get different gun and save up your coin to find something to buy something like a gun the gun can help you kill other opponent that try to kill you and also they should make a YouTube channel which will be very good and I really love this game I could play Everyday I live in we put it everyday me and my friend Timmy play it everyday so yeaht is cheaper and free and Minecraft cost so it s more affordable and more people can play it and you can get different gun and save up your coin to find something to buy something like a gun the gun can help you kill other opponent that try to kill you and also they should make a YouTube channel which will be very good and I really love this game I can play it everyday I live in we play it everyday me and my friend to me play it everyday so yeah 
59067,Im loving it now i reset my account i win everygame now im in a big clan im not kidding,-1,4,Im loving it now i reset my account i win everygame now im in a big clan im not kidding 
13840,It Sucks,-1,0,It Sucks 
4116,Its horrible when you do some thing like jump it dose not let you,-1,0,Its horrible when you do some thing like jump it dose not let you 
60283,"Before is like the best game,but now with the new lottery sniper gun,it is TOO OP.so I'm not going to play that much now.also the gun button is not that good now,sometimes doesn't work. Pls improve like before. :(",-1,0,Before is like the best game but now with the new lottery sniper gun it is TOO OP so I m not going to play that much now also the gun button is not that good now sometimes doesn t work Pls improve like before 
60126,Before this game was really fun but then you guys made everything cost gems and made coins useless I'm so disappointed because this game has gone pay to win,-1,2,Before this game wa really fun but then you guy made everything cost gem and made coin useless I m so disappointed because this game ha gone pay to win 
11568,"Horrible, Wouldn't Let me past the beginning.",-1,0,Horrible Wouldn t Let me past the beginning 
48454,Dear Pixel Gun 3D can solve the armory problem because I apear in the map but the game didnt put the armory buttom in up right solve pls I will like the game if you solve that,-1,0,Dear Pixel Gun 3D can solve the armory problem because I apear in the map but the game didnt put the armory buttom in up right solve pls I will like the game if you solve that 
54364,I liked this game but if I'm updating it it's hard to rebut bit it's good,-1,0,I liked this game but if I m updating it it s hard to rebut bit it s good 
32034,"A quite an amazing game, well done developers! So many maps, guns, skins, and every bit of detail really bring this game up above the rest. Currency in the game is sort of hard to get though. Gold is easy to get, but it is in really small amounts for free to play players to get any real progress fast. Gems on the other hand, are a hassle. Too little quantity and too much price. I hope the team will improve the gold and gem system just a little. Otherwise beautiful game with great graphics.",-1,2,A quite an amazing game well done developer So many map gun skin and every bit of detail really bring this game up above the rest Currency in the game is sort of hard to get though Gold is easy to get but it is in really small amount for free to play player to get any real progress fast Gems on the other hand are a hassle Too little quantity and too much price I hope the team will improve the gold and gem system just a little Otherwise beautiful game with great graphic 
43581,I did not danlauwd but i tink this game is vryliii cooooollllllllll!:-),-1,2,I did not danlauwd but i tink this game is vryliii cooooollllllllll 
14644,Fun but not when you are new,-1,0,Fun but not when you are new 
52420,"Uhm. I really love and enjoy playing the game.I used to have 100gems but to due to the recent update only 10gems was left in my account.and also I want to ask how to change to quiet Island in the sandbox, Im stuck at winter party I want to change map.please help me out.Thanks.",-1,2,Uhm I really love and enjoy playing the game I used to have 100gems but to due to the recent update only 10gems wa left in my account and also I want to ask how to change to quiet Island in the sandbox Im stuck at winter party I want to change map please help me out Thanks 
53906,"Worst game ever!The weapons are to expensive,the other players kill me with a few shots and the gems are hard to get!This is the worst game that i  ever played!💀💀☠💣😭😭😭👊👊👊👊👊👊👊😣😣😣😣🙁🙁😖😖😞😟😣😣😣😣😤😤😤😤😤😤😤😤👺👺💀",-1,2,Worst game ever The weapon are to expensive the other player kill me with a few shot and the gem are hard to get This is the worst game that i ever played 
35316,so... I'm very happy and glad that I downloaded this game. it has very good guns and more. I'm on level 15 and I have the leaders sword which is pretty good. but the only thing I'm worried about is the updates. My friends don't have the update. but I do. so I'm pretty much separated from them. even tho I can't see them or play with them. I can only talk to them. which is pretty depressing for me. so please.... when u make an update... please don't separate me and my friends again. ACTUALLY EVERYONE'S FRIENDS. and please do.... I'M COUNTING ON U!!!,-1,4,so I m very happy and glad that I downloaded this game it ha very good gun and more I m on level 15 and I have the leader sword which is pretty good but the only thing I m worried about is the update My friend don t have the update but I do so I m pretty much separated from them even tho I can t see them or play with them I can only talk to them which is pretty depressing for me so please when u make an update please don t separate me and my friend again ACTUALLY EVERYONE S FRIENDS and please do I M COUNTING ON U 
24082,Finally i have a solution in my problem thanks who help me,-1,2,Finally i have a solution in my problem thanks who help me 
52189,Better controls please,-1,4,Better control please 
37704,Awesome game! But they should fix some things 😉😉😉😉😉😉,-1,2,Awesome game But they should fix some thing 
3316,When i buy somethine(with real money) it says purchse sucseesful but i get nothing when i look,-1,0,When i buy somethine with real money it say purchse sucseesful but i get nothing when i look 
18773,"100000 GM + 100,000 coin",-1,0,100000 GM 100 000 coin 
19178,I liked this game before but a update came out and it reset my coins and diamonds I bought with real cash don't pay cash on it it might rob you to,-1,4,I liked this game before but a update came out and it reset my coin and diamond I bought with real cash don t pay cash on it it might rob you to 
53169,I love this game so much and pls add wallrun shoes,-1,0,I love this game so much and pls add wallrun shoe 
29187,Please can you add the other map to the campaign and add a sell button and earn the money,-1,2,Please can you add the other map to the campaign and add a sell button and earn the money 
50611,Really needs to be better balanced but other than that it is still fun. Until you get blown up by someone who paid 50 bucks to get a way too op gun.,-1,2,Really need to be better balanced but other than that it is still fun Until you get blown up by someone who paid 50 buck to get a way too op gun 
52386,Can u help me to have 1000coin and 1000diamon?plz,-1,0,Can u help me to have 1000coin and 1000diamon plz 
20743,i want the quite island back on sandbox,-1,0,i want the quite island back on sandbox 
60594,I THINK IT IS HORRIBLE SO MUCH BUG FIXES NEEDED SHOT SOMEONE WITH A ROCKET AND THEN THEY DONT DIE AND KILL ME WITH ONE SHOOT,-1,2,I THINK IT IS HORRIBLE SO MUCH BUG FIXES NEEDED SHOT SOMEONE WITH A ROCKET AND THEN THEY DONT DIE AND KILL ME WITH ONE SHOOT 
31621,This game is just pay to win.Deadly games is basiclly best gun wins.And when your max lvl. You can barely get gems,-1,2,This game is just pay to win Deadly game is basiclly best gun win And when your max lvl You can barely get gem 
30777,THIS IS ONE OF THE BIGGEST PAY-TO WIN APP IVE EVER SEEN!,-1,2,THIS IS ONE OF THE BIGGEST PAY TO WIN APP IVE EVER SEEN 
49390,I love the game but add the heavy shotgun back plz i love it and dont add more gun fix like all the bugs first and narf all the op weapon sorry if my spelling are bad i try my best to type this and im trying to make tge game more fun too.And banned all the hackers plz thx and i love your game so much thx alot if you add the heavy shotgun again.love your game again😚 and i im trying to tell you to make the game more fun.Make that gems is easy to get like not to hard not to easy just perfact ok my spelling not to good sorry😟 make the game fun by putting more fun minigame ok thx,-1,2,I love the game but add the heavy shotgun back plz i love it and dont add more gun fix like all the bug first and narf all the op weapon sorry if my spelling are bad i try my best to type this and im trying to make tge game more fun too And banned all the hacker plz thx and i love your game so much thx alot if you add the heavy shotgun again love your game again and i im trying to tell you to make the game more fun Make that gem is easy to get like not to hard not to easy just perfact ok my spelling not to good sorry make the game fun by putting more fun minigame ok thx 
2341,when u try to play it keeps telling me to update so i cant play even though i have,-1,4,when u try to play it keep telling me to update so i cant play even though i have 
52096,"Add options to adjust the graphics lower or higher if you can, be able to upgrade or buy weapons with coins or gems(For example:upgrade weapon, 10 gems or 20 coins).  Thanks",-1,2,Add option to adjust the graphic lower or higher if you can be able to upgrade or buy weapon with coin or gem For example upgrade weapon 10 gem or 20 coin Thanks 
4595,I like all but can you unban my friend  He hacked and got ban so unban him and this game is old now so don't ban people just let them even if it old its still the coolest game ever made.,-1,0,I like all but can you unban my friend He hacked and got ban so unban him and this game is old now so don t ban people just let them even if it old it still the coolest game ever made 
10947,It always crashes always can you fix it,-1,0,It always crash always can you fix it 
14891,Bring back double shot guns,-1,0,Bring back double shot gun 
35511,I love this game a lot but when i uninstall to make space on my phone then end up getting it back I don't have anything i used to have when i sync it which sucks because it's put a lot of time in this game,-1,2,I love this game a lot but when i uninstall to make space on my phone then end up getting it back I don t have anything i used to have when i sync it which suck because it s put a lot of time in this game 
33838,"This game is Awesome and its super fun. I think that the game developers should add a update soon. So you can send gifts to your friends in the game. There isn't an option to send gifts to your friends, like if a friend has bad guns or no money you can  you will be able to send them money (game money of course) like coins or gems or a gun you don't use I hope the game developers add that",-1,2,This game is Awesome and it super fun I think that the game developer should add a update soon So you can send gift to your friend in the game There isn t an option to send gift to your friend like if a friend ha bad gun or no money you can you will be able to send them money game money of course like coin or gem or a gun you don t use I hope the game developer add that 
12401,It's fine but it takes up to much storage and very laggy,-1,0,It s fine but it take up to much storage and very laggy 
13642,Its ok,-1,0,Its ok 
30386,"Now, WHEN WILL U PPL BRING 13.5 TO IOS CUBIC GAMES WHATS WRONG WITH U PPL ?? ALSO STOP RESKINNING GUNS ITS NOT FUN. COME UP WITH ORIGINAL IDEAS !!",-1,0,Now WHEN WILL U PPL BRING 13 5 TO IOS CUBIC GAMES WHATS WRONG WITH U PPL ALSO STOP RESKINNING GUNS ITS NOT FUN COME UP WITH ORIGINAL IDEAS 
7861,"Game Breaking bug. After completing the tutorial, you get soft locked when prompted to enter the armory, please fix",-1,4,Game Breaking bug After completing the tutorial you get soft locked when prompted to enter the armory please fix 
13938,It's a good game but I couldn't really update it with out deleting it and if you can't update it you can't battle so watch out people!,-1,0,It s a good game but I couldn t really update it with out deleting it and if you can t update it you can t battle so watch out people 
18776,Why do you make one the weapons Opie why do you put all the old Bible weapons Opie,-1,0,Why do you make one the weapon Opie why do you put all the old Bible weapon Opie 
26964,POR FAVOR EN LA SIGUIENTE ACTUALISACION SEA COMO PARESIDO AL CUONTER STRIKE COMO PLANTA LA BOMBA UNO VS UNO QUE ALLA ESQUINS QUE ALLAM CUCHILLOS NUEVOS EJEMPLO CARAMBI QUE SE PUEDAN BER LAS ARMAS,-1,0,POR FAVOR EN LA SIGUIENTE ACTUALISACION SEA COMO PARESIDO AL CUONTER STRIKE COMO PLANTA LA BOMBA UNO VS UNO QUE ALLA ESQUINS QUE ALLAM CUCHILLOS NUEVOS EJEMPLO CARAMBI QUE SE PUEDAN BER LAS ARMAS 
53784,Can you pls add one more functin of charge rifle make it wall break but upp the  price to 220,-1,2,Can you pls add one more functin of charge rifle make it wall break but upp the price to 220 
2889,"I REGRET SAYING THIS IS GOOD! AFTER I UPDATED TO 13.5.3.. MY GAME LOADING IS STUCK IN 16 PERCENT! FIX THIS OR RELEASE ANOTHER UPDATE.. IF NOT, IM GOING TO BE BANISHED FROM A VLAN BECUZ OF YOU!!",-1,1,I REGRET SAYING THIS IS GOOD AFTER I UPDATED TO 13 5 3 MY GAME LOADING IS STUCK IN 16 PERCENT FIX THIS OR RELEASE ANOTHER UPDATE IF NOT IM GOING TO BE BANISHED FROM A VLAN BECUZ OF YOU 
56370,The game needs 🅱etter maps or just change some parts of the old maps to make them 🅱etter.,-1,0,The game need etter map or just change some part of the old map to make them etter 
7431,I like the game but they should make a refund button so u can get half of what u payed back.,-1,0,I like the game but they should make a refund button so u can get half of what u payed back 
54760,I think you guys should make it easier to get gems as right now it is very hard to get them so yes overall the is great but yes please do make it easier to get gems,-1,2,I think you guy should make it easier to get gem a right now it is very hard to get them so yes overall the is great but yes please do make it easier to get gem 
60559,Level all the guns and make the game more balanced😊,-1,2,Level all the gun and make the game more balanced 
37615,Love yourgame make a new currency,-1,4,Love yourgame make a new currency 
8232,You need to be able to log in from your android device to your iOS account or iOS to android account for pixel gun,-1,0,You need to be able to log in from your android device to your iOS account or iOS to android account for pixel gun 
9238,It keeps on crasing,-1,0,It keep on crasing 
24671,i love the game and all but could you improve the controls a bit and when i play there are people at level 3 with these exo skeleton thingy from that event im pretty sure i dont know if theyre hackers or not but please patch that plzz,-1,2,i love the game and all but could you improve the control a bit and when i play there are people at level 3 with these exo skeleton thingy from that event im pretty sure i dont know if theyre hacker or not but please patch that plzz 
48658,"The new updates are bad... I spent some money on this game and bought premium guns but after update was all my progress, guns deleted. No money come back So... the game was good before updates but now....",-1,2,The new update are bad I spent some money on this game and bought premium gun but after update wa all my progress gun deleted No money come back So the game wa good before update but now 
56292,"The game is  awesome!  but make the red mini gun the 2 strongest because It says it has good aim, a ton of bullets, and light weight.  So please make it stronger. One last thing, make it easier to make money without buying it. Thank you for listening to my opinions.",-1,2,The game is awesome but make the red mini gun the 2 strongest because It say it ha good aim a ton of bullet and light weight So please make it stronger One last thing make it easier to make money without buying it Thank you for listening to my opinion 
